	IDBron	Bron	Periode
449	560	Zeeuws Archief, 59, Ambachtheerlijkheid Bruinisse, 1387-1902	0
450	561	Zeeuws Archief, 33.1, Verzameling Handschriften Rijksarchief in Zeeland 1206	0
451	562	Zeeuws Archief, 10, Rechterlijke, weeskamer en notariële archieven Zeeuwse eilanden, 1456-1811 (1852)	0
452	563	Nationaal Archief, 3.19.38, Inventaris van het archief van de heerlijkheid Mijnsheerenland van Moerkerk	0
453	564	Nationaal Archief, 3.19.57, Heerlijkheid Voshol	0
454	565	Nationaal Archief, 3.18.26, Klooster St. Michiel in den Hem	0
455	566	Nationaal Archief, 3.22.24, Collectie Cazius	0
456	567	Nationaal Archief, 3.19.71, Heerlijkheid Wijngaarden en Ruybroek	0
457	568	Nationaal Archief, 3.19.34, Inventaris van het archief van enige heren van Lisse en hun rentmeesters	0
458	569	Nationaal Archief, 3.20.47, Inventaris van het archief van de familie De Raadt, geschonken door het Genootschap Noorthey	0
459	570	Nationaal Archief, 3.18.27, Inventaris van het archief van het klooster Emaus in het Land van Stein	0
460	571	Nationaal Archief, 3.19.18, Inventaris van het archief van de ambachtsheren van 's-Heer Aertsberg, Bergambacht en Ammerstol	0
461	572	Nationaal Archief, 3.19.14, Inventaris van het archief der heerlijkheid Goudriaan	0
462	573	Nationaal Archief, 3.01.06, Inventaris van het archief van de ridderschap en edelen van Holland en West-Friesland, 1572-1795	0
463	574	Nationaal Archief, 3.22.03, Inventaris van de collectie Losse Aanwinsten vml Rijksarchief in Zuid-Holland	0
464	575	Nationaal Archief, 3.18.32, Inventaris van het archief van de Sint-Bartholomeuskerk te Nootdorp, 1418-1567	0
465	576	Nationaal Archief, 3.20.13, Inventaris van een verzameling stukken afkomstig van de Heer van Dijk van Matenesse, 1413-1785	0
466	193	Waard, C. de. [Regesten bij] Inventaris van de archieven der besturen van het eiland Walcheren 1511-1870 ('s-Gravenhage 1904)	0
467	577	Ree-Scholtens, G.F. van der, Inventaris van het archief van de Baljuw en Hoge Vierschaar van Rijnland, (1539) 1574-1811	0
468	578	Nationaal Archief, 3.18.22, Inventaris van het archief van het klooster van St. Elisabeth te Rugge, 1403-1570	0
469	579	Unger, W.S. Bronnen tot de geschiedenis van Middelburg deel 1, GS 54 (1923)	0
470	580	Unger, W.S., Bronnen tot de geschiedenis van Middelburg deel 2 GS 61 (1926)	0
471	581	Stadermann, G. Regestenlijst van de charters van het oud-archief van de gemeente Tholen 1291-1788 (Tholen, 1953)	0
472	582	Unger, W.S. Bronnen tot de geschiedenis van Middelburg deel 3 GS 75 (1931)	0
473	583	Kort, J.C. Repertorium op de lenen van de hofstede Voorne in Zuid-Holland, het land van Gelre, het Sticht van Utrecht, Putten en Heenvliet, 1199-1648.	0
474	584	Nationaal Archief, 3.19.20, Inventaris van het archief der heerlijkheid Heerjansdam	0
475	585	Nationaal Archief, 3.19.09, Inventaris van het archief van de heerlijkheid Bleiswijk	0
476	586	Nationaal Archief, 1.10.15, Inventaris van de familiearchieven van de Familie Van Bylandt-Halt, Familie Van Bylandt-Reydt, 1289-1970	0
477	587	Inventaris Oud-Archief Schoonhoven 1271-1813 (1816)//www.archiefman.nl/inv/ac1011.htm.	0
478	588	Streekarchief Midden Holland, baljuwschap van Schoonhoven 1322-1806.	0
479	589	Dalen, J.L.van. Stadsarchieven: grafelijke tijd 1200-1572 (Dordrecht 1909)	0
480	590	Rentenaar, R. Index op van Mieris'Groot Charterboek der graaven van Holland (dl. II, III en IV), (1969)	0
481	591	Zeeuws Archief, 2000, Stad Veere 1349-1816	0
482	592	Aalst, G.M.van. Inventaris van de collectie Cazius, 1342-1692 (Den Haag 1986)	0
483	593	Nationaal Archief, 3.20.41, Inventaris van het archief van de familie Van Oldenbarnevelt, (1449) 1510-1705	0
484	594	Nationaal Archief, 3.19.54, Inventaris van het archief van de heerlijkheid Terschelling, 1322-1615	0
485	595	Nationaal Archief, 3.18.23, Inventaris van het archief van het klooster der Kruisbroeders te Schiedam, 1443-1554	0
486	596	Nationaal Archief, 2.21.018, Inventaris van het archief van het geslacht Van Beresteyn en aanverwante geslachten	0
487	597	Archief van het Provenhuis van Zessen te Alkmaar 1626-1986	0
488	598	Douma, H. [Regesten bij] Inventaris van het familiearchief Cousebant ca. 1400-1800 (Den Haag 1965)	0
489	599	Streekarchief Voorne-Putten, 030, Stad Brielle, stukken betreffende bijzondere onderwerpen	0
490	600	Erfgoed Leiden en omstreken, I, Archieven van de kloosters te Leiden en in de vrijheid, H, Sint Catharina-klooster, genaamd Schagen	0
491	601	Erfgoed Leiden en omstreken, I, Archieven van de kloosters te Leiden en in de vrijheid, L, Sint Michiels-klooster	0
492	602	Erfgoed Leiden en omstreken, Stadsheerlijkheden en Vroonwateren, III.C. Archief van de ambachtsheerlijkheid Stompwijk	0
493	603	Erfgoed Leiden en omstreken, Stadsheerlijkheden en Vroonwateren, IV, Archief van Oegstgeest	0
494	604	Erfgoed Leiden en omstreken, Stadsheerlijkheden en Vroonwateren, V Archief van de Vroonwateren	0
495	605	Erfgoed Leiden en omstreken, Inventaris van het Archief der Secretarie van de stad Leiden (1253) 1290-1575 (1858)	0
496	606	Aa, A.J. van der. Biografisch woordenboek der Nederlanden. Haarlem 1852-1878	0
497	607	Inventaris van de heerlijkheid Schagen 1427-1830	0
498	608	Blonden, J.L. Inventaris van het archief van het klooster van Sint Michiel in den Hem bij Schoonhoven [Den Haag 1925] versie 15-03-2019	0
499	609	Archief van de Weeskamer van Schoonhoven, 1387-1809	0
500	180	Klerk, F. H. de. [Regesten bij] Inventaris van de archieven van Arnemuiden 1431-1857 (1892). Goes 1996	0
501	182	Heeringa, K. [Regesten bij] Rekeningen en andere stukken in 1607 uit de Hollandsche rekenkamer naar de Zeeuwsche overgebracht. Henegouws-Beiersche tijdvak 1319-1432.	0
502	186	Heeringa, K. [Regesten bij] Beschrijving eener verzameling charters en papieren, afkomstig van A.W. van Borssele, heer van Borssele, berustende in Rijksarchief-bewaarplaats in Zeeland (1918)	0
503	173	Heeringa, K. [Inventaris van] Rekeningen en andere stukken in 1607 uit de Hollandsche rekenkamer naar de Zeeuwsche overgebracht. Henegouws-Beierse tijdvak 1319-1432.	0
504	187	Heeringa, K. [Inventaris van] Beschrijving eener verzameling charters en papieren, afkomstig van A.W. van Borssele, heer van Borssele, berustende in Rijksarchief-bewaarplaats in Zeeland (1918)	0
505	184	Fruin, R. [Inventaris van] Het archief der O.L.V. Abdij te Middelburg ('s-Gravenhage 1901)	0
506	181	Fruin, R. [Regesten bij] Het archief der O.L.V. Abdij te Middelburg ('s-Gravenhage 1901)	0
507	209	Fruin, R. [Inventaris van]Het archief der stad Reimerswaal (Den Haag 1897)	0
508	218	(2)Correspondentie van Willem van Oranje (1533-1584), De (database met gedigitaliseerd beeldmateriaal, www.inghist.nl)	0
509	107	(1)Correspondentie van Willem van Oranje (1533-1584), De (database met gedigitaliseerd beeldmateriaal, www.inghist.nl)	0
510	207	[Cartularium van de] Familie van Borssele van Brigdamme 1387-1540.	0
511	223	Wiersum, E. [Regesten bij ]Het archief van de ambachtsheerlijkheid Bruinisse 1387-1902 (1903).	0
512	194	Waard, C. de. [Bijlagen I bij] Inventaris van de archieven der besturen van het eiland Walcheren 1511-1870 ('s-Gravenhage 1904) 1.	0
513	228	Waterlands Archief; stad Purmerend (1275) 1578-1813 (1824)	0
514	295	Drossaers, S.W.A. Inventaris van het archief van de Nassause Domeinraad: Anna van Buren 1166-1580 (1582) (Den Haag 1955)	0
515	238	Bessem, R. Oorkondenboek van het Kathuizerklooster St. Andries-ter-Zaliger-Haven bij Amsterdam (1352)1392-1579(1583) Amsterdam 1997.	0
516	249	Haan, A.M.J. de. [Regesten bij] Inventaris van het archief van het Sint Jacobshofje, ook genaamd Sint Jacobshuisjes, Heilige Drievuldigheids- of Geefhuisjes (1481)1563-1621 (online 2014)	0
517	239	Hart, G. 't. Inventaris van het oude archief van de gemeente s'-Gravenhage 1313-1815. (online 2015)	0
518	240	Hart, G. 't. [Regesten bij] Inventaris van het oude archief van de gemeente s'-Gravenhage 1313-1815. (online 2015)	0
519	219	Fruin, R., [Aanhangsel bij] Enqueste ende Informatie upt Stuck van der Reductie ende Reformatie van den Schiltaelen (Leiden 1876)	0
520	274	Meilink, P.A. en J.L van der Gouw. Inventraris van het archief van de Grafelijkheidsrekenkamer of Rekenkamer der Domeinen van Holland; afgehoorde en gedeponeerde rekeningen (1425) 1446-1728 (1793) (Den Haag 1946)	0
521	252	Verburgt, J.M. en R. Grootveld. [Regesten bij] Inventaris van de archieven van de kerkvoogdij der Hervormde Gemeente  's-Gravenhage (1341) 1437-1977. (online 2015)	0
522	74	Jaeger, J.A., Inventaris van het archief van de familie Van der Goes van Dirxland 1419-1928 (Den Haag 1965)	0
523	282	Verzameling charters betreffende Zeeland, afkomstig van het Centraal Bureau voor Generalogie 1489-1789; regestenlijst (1982)	0
524	185	Fruin, R. [Regesten bij] De rekeningen en andere stukken in 1607 uit de Hollandsche rekenkamer naar de Zeeuwsche overgebracht ('s-Gravenhage 1901), regesten I,2	0
525	255	Drossaers, S.W.A. [Regesten bij] Delftse statenkloosters: Koningsveld 1275-1575 (Den Haag 1916)	0
526	166	Fruin, R., [Regesten bij] De rekeningen en andere stukken in 1607 uit de Hollandsche rekenkamer naar de Zeeuwsche overgebracht. Het Bourgondisch-Oostenrijkse tijdvak 1433-1584 ('s-Gravenhage 1909), regesten I,1	0
527	306	Hoof, M.C.J.C. van, E.A.T.M. Schreuder en B.J. Slot. Inventaris van het archief van de Nassause Domeinraad (1218) 1581-1811 (1842) (Den Haag 1997)	0
528	293	Huffer, M. Bronnen voor de geschiedenis der Abdij van Rijnsburg 1e deel, 2e stuk: Manboek rekeningen (tot 1500) (Den Haag 1951)	0
529	224	Gooskens, F.A. Archief van de ambachtsheerlijkheid Vierbannen van Duiveland 1387-1951 (Middelburg 1995)	0
530	237	Huffer, M. Bronnen voor de geschiedenis der Abdij van Rijnsburg 1e deel, 1e stuk: oorkonden (tot 1620) (Den Haag 1951)	0
531	257	Drossaers, S.W.A. [Regesten bij] Delftse statenkloosters: Sint-Barbara 1275-1575 (Den Haag 1916)	0
532	258	Drossaers, S.W.A. [Regesten bij] Delftse statenkloosters: Sint Hieronymusdal 1251-1575 (Den Haag 1916)	0
533	264	Melker, B.R. de. Oorkondenboek van Amsterdam tot 1400; supplement. (Hilversum 1995)	0
534	273	Hingman, J.H. Inventaris van het archief van de Grafelijkheidsrekenkamer of Rekenkamer der Domeinen van Holland: registers en stukken (1233) 1446-1728 (1815) (Den Haag 1875)	0
535	370	Middeleeuwse dwangburchten van W-Friesland en Alkmaar. De Nuwendoorn herbouwd. Slotvoogden in de 14e de eeuw (webside)	0
536	278	Verzameling afschriften en regesten van R. Fruin, vervaardigd t.b.v. de inventarisatie van het archief van O.L.V. Abdij te Middelburg en corcondans op het cartularium van de abdij (1981)	0
537	279	Fruin, R. Beschrijving eener verzameling charters en papieren betreffende de familie Van Wakkene-Kapelle, berustende in het Rijks archief-depot in de provincie Zeeland (1895)	0
538	283	Fruin, R. Beschrijving eener verzameling charters en papieren betreffende de provincie Zeeland, afkomstig van verschillende particulieren (charters betreffende Zeeland [2] 1357-1796 (1896)	0
539	287	Verzameling handschriften van het Rijksarchief van Zeeland 1206-1948 (1955)	0
540	288	Dekker, C. Inventaris van het archief van de heren van Putten en Strijen 1235-1459 (Den Haag 1960)	0
541	299	Bailly, M. C. le en P.J.M. van den Heuvel e.a. Inventaris van het archief van het Hof van Holland 1428-1811 (Den Haag 2008)	0
542	301	Jaeger, J.A. [Regesten bij] Inventaris van het archief van de familie Van der Goes van Dirxland 1419-1928 (Den Haag 1965)	0
543	318	Drossaers, S.W.A. Inventaris Delftse statenkloosters: Heilige Maria op den Berg Sion 1440-1584 (Den Haag 1916)	0
544	323	Sernee, J.M., S.W.A. Drossaers, W.G. Feith. [Regesten bij] Inventaris van het archief van de Memorie en Stichting van de Sint Jacobs kerk (Den Haag 1920)	0
545	325	Sernee, J.M., S.W.A. Drossaers en W.G. Feith. [Regesten bij] Inventaris van het archief van het zusterhuis Sint Maria in Galilea (Den Haag 1920)	0
546	211	Gids 101 Admiraliteit in Zeeland (1574) 1586-1609 (1795)	0
547	53	Driel, W.W. van, Inventaris van het archief van de familie Van Dorp (1414)1503-1657 (2 dln., 's-Gravenhage 1986)	0
548	333	Sernee, J.M., S.W.A. Drossaers, W.G. Feith. [Regesten bij] Inventaris van het archief van het klooster Onze Lieve Vrouw in Nazareth te Rijswijk (Den Haag 1920)	0
549	369	Middeleeuwse dwangburchten in W-Friesland en Alkmaar. Waterdreiging. Slotvoogden en baljuws in de 14e de eeuw.  Update 23-4-2016.	0
550	360	Middeleeuwse dwangburchten van West-Friesland en Alkmaar. Centrum van bestuur en rechtelijke macht. Gezagsdragers en kasteleins van de 15e de eeuw (webside)	0
551	364	Dolk, Th. F. J. A e.a. Inventaris van het oud-archief Hoogheemraadschap Delfland 1319-1853 (Den Haag 1940)	0
552	365	Dolk, Th. F. J. A. e.a. [Regesten bij] Inventaris van het oud-archief Hoogheemraadschap Delfland 1319-1853 (Den Haag 1940)	0
553	387	Zomeren, Cornelis van, Beschryvinge der stadt Gorinchem en den Landen van Arkel - - -. Gorinchem 1755.	0
554	262	Gouw, J.L. van der. Rekeningen van de domeinen van Putten 1379-1429. Deel I rekeningen 1379-1419. RGP GS 170 (Den Haag 1980)	0
555	263	Gouw, J.L. van der. Rekeningen van de domeinen van Putten 1379-1429. Deel II rekeningen 1420-1429, teksten en regesten 1229-1430. RGP GS 171 (Den Haag 1980)	0
556	277	Rekeningen van de grafelijkheid van Holland uit de Beierse periode. RGP GS 174 Serie III: rekeningen van de gerechtelijke ambtenaren (baljuwen en drossaards 1393-1396) (Den Haag 1980)	0
