	IDRegent	Geslachtsnaam	Tussenvoegsel	IDAdellijkeTitel	IDAcademischeTitel	Voornaam	Adel	Adelspredikaat	Heerlijkheid	Heerlijkheid2	Geboortejaar	OnbepaaldGeboortedatum	Overlijdensjaar	OnbepaaldOverlijdensdatum	Opmerkingen	Opmerkingen2	Periode	overlijdensdag	overlijdensmaand
1978	2155	Spiegel		1.0	4.0	Elbert	0				1600.0	0	1674	0			1	22.0	2.0
1979	2156	Slicher		1.0	4.0	Wigbold	0		Westerbeek		1627.0	0	1718	0			1	5.0	6.0
1980	2157	Slicher		1.0	4.0	Diderik	0				1665.0	0	1729	0			1	25.0	10.0
1981	2158	Wildt	de	1.0	4.0	Job	0				1697.0	0	1755	0			1	16.0	1.0
1982	2159	Graafland		1.0	4.0	Jan	0		Schotervlieland		1697.0	0	1767	0			1	20.0	5.0
1983	2160	Graafland		1.0	4.0	Joan	0		Schotervlieland		1736.0	0	1799	0			1		
1984	2161	Wildt	de	1.0	4.0	David	0		Drakestein		1662.0	0	1729	0			1	11.0	10.0
1985	2162	Backer		1.0		Cornelis Jansz.	0				1692.0	0	1766	0	Persoonsgegevens: Elias geeft op blz. 681 overlijdensdatum 24, op blz. 679 29 december.		1		12.0
1986	2163	Backer		1.0		Cornelis Cornelisz.	0				1738.0	0	1811	0			1		
1987	2164	Waal	de	1.0		Richard	0					0		0			1		
1988	2165	Haen	de	1.0	4.0	Johan	0					0		0			1		
1989	2166	Casembroot		1.0		Leonard	0					0		0	Persoonsgegevens: mogelijk identiek met Jan Leonart de Casembroot (1579-1637, elders in deze database).		1		
1990	2167	Berck		1.0	3.0	Gerard	0					0		0			1		
1991	2168	Splinter		1.0	4.0	Cornelis	0					0		0			1		
1992	2169	Splinter		1.0	4.0	Pieter	0				1620.0	0	1660	0		Persoonsgegevens: begraven op 4 juli.	1		
1993	2170	Lodensteyn	van	1.0		Pieter Joostensz.	0					0	1675	0	Veertigraad: beÃ«indiging wegens benoeming tot secretaris van de Admiraliteit op de Maze in 1661.		1	22.0	12.0
1994	2171	Broek	van den	1.0	4.0	Philips	0					0	1661	0	Overig: was pensionaris van Gorinchem.		1		
1995	2172	Zas van den Bossche		1.0	4.0	Gerbrand	0					0	1701	0			1	9.0	4.0
1996	2173	Hartigsveld	van	1.0	4.0	Cornelis	0					0	1723	0			1	5.0	9.0
1997	2174	Baerle	van	1.0		Joan	0				1674.0	0	1743	0			1	27.0	12.0
1998	2175	Heim	van der	1.0	4.0	Jacob	0				1727.0	0	1799	0			1		
1999	2176	Heim	van der	1.0	4.0	Paulus	1	jonkheer			1753.0	0	1823	0	"Adelspredicaat: 1815.
Overig: bij KB van 20 juni 1810 no. 27 werd Van der Heim belast met de waarneming van de portefeuille van Buitenlandse Zaken."		1	6.0	4.0
2000	2177	Bisschop		1.0	4.0	Willem Reyersz.	0				1585.0	1	1617	0	Persoonsgegevens: zoon van Reyer Arentsz. Kievit, wiens kinderen de geslachtsnaam van hun moeder aannamen.		1	30.0	7.0
2001	2178	Vroesen		1.0	4.0	Adriaen	0				1582.0	1	1636	0			1	21.0	3.0
2002	2180	Yck	van	1.0		Johan Arentsz.	0				1590.0	0	1642	0			1	1.0	10.0
2003	2181	Berckel	van	1.0		Adriaen Embrechtsz.	0				1597.0	1	1674	0		Persoonsgegevens: begraven tussen 24 en 29 september.	1		9.0
2004	2182	Meer	van der	1.0		Johan	0				1634.0	0	1676	0			1		
2005	2183	Paets		1.0	4.0	Adriaen	0		Oudkarspel	beide Koedijken, Schoten, Schoterbosch	1631.0	0	1686	0			1	5.0	10.0
2006	2184	Paets		1.0	4.0	Adriaen	0				1657.0	0	1712	0		Persoonsgegevens: begraven op 22 september.	1		9.0
2007	2185	Schepers		1.0		Gerard	0				1720.0	0	1757	0		Persoonsgegevens: begraven op 29 maart.	1		3.0
2008	2186	Wassenaer	van	3.0		Johan Lodewijk Haganus	1		Ruiven		1719.0	0	1798	0			1		
2009	2187	Collot d'Escury		3.0		Johan Marthe	1				1742.0	0	1817	0	Adelstitel: 1816.		1	1.0	12.0
2010	2188	Huerenblocq		1.0	4.0	Louis	0					0		0			1		
2011	2189	Broeck	van den	1.0	3.0	MichaÃ«l	0				1600.0	0		0			1		
2012	2190	Horst	van der	1.0	4.0	Pieter	0					0	1690	0	Persoonsgegevens: Engelbrecht geeft begraafdatum 16, Algemeen Nederlandsch Familieblad 15 januari. Overleed vÃ³Ã³r 11 januari.		1		1.0
2013	2191	Dussen	van der	1.0	4.0	Gerard	0		Oud-Teylingen		1662.0	0	1713	0			1	22.0	3.0
2014	2192	Dussen van Beverningh	van der	1.0		Hieronymus	0		Oud-Teylingen		1691.0	0	1730	0			1	13.0	5.0
2015	2193	Denick		1.0	4.0	Gerard Daniel	0				1724.0	0	1780	0			1	12.0	9.0
2016	2194	Paulus		1.0	4.0	Pieter	0				1753.0	0	1796	0	Persoonsgegevens: Nieuw Nederlandsch Biografisch Woordenboek geeft geboortejaar 1754.		1	16.0	3.0
2017	2195	Teylingen	van	1.0	4.0	Isaack	0				1735.0	0	1813	0			1		
2018	2196	Steengracht		1.0	4.0	Johan	0				1593.0	0	1674	0			1	11.0	4.0
2019	2197	Steengracht		1.0	4.0	Johan	0				1633.0	0	1705	0			1	30.0	1.0
2020	2198	Steengracht		1.0	4.0	Adriaan	0				1664.0	0	1719	0	Persoonsgegevens: Heraldieke Bibliotheek en eerdere jaargangen Nederland's Adelsboek geven onjuist jaar van overlijden 1716.		1		
2021	2199	Beaufort	de	1.0		Willem Gijsbert	0				1679.0	0	1741	0		Persoonsgegevens: begraven op 16 februari.	1		2.0
2022	2200	Nebbens		1.0	4.0	Jacob	0				1716.0	1	1761	0			1	6.0	8.0
2023	2201	Boddaert		1.0	4.0	Pieter Cornelisz.	0				1694.0	0	1760	0			1	20.0	1.0
2024	2202	Lynden van Blitterswijk	van			Willem Karel Hendrik	1	jonkheer			1736.0	0	1816	0	Adelspredicaat: 1814. Was tijdens de periode van de Republiek baron.		1	13.0	2.0
2025	2203	Thibaut		1.0	4.0	Wilhem	0		Aagtekerke		1732.0	0	1790	0	Heerlijkheid: verwerving 1761.		1	6.0	9.0
2026	2204	Schorer		1.0	4.0	Joachim Assuerus	0				1748.0	0	1823	0			1	27.0	11.0
2027	2205	Oilliaerts		1.0		Sebastiaan	0					0	1625	0			1	19.0	10.0
2028	2206	Slachmulder	de	1.0	4.0	Daniel	0					0		0			1		
2029	2207	Comans		1.0	4.0	Willem	0					0	1645	0		Persoonsgegevens: overleden tussen 14 maart en 9 mei.	1		
2030	2209	Fannius		1.0	4.0	DaniÃ«l	0				1618.0	1	1681	0	Persoonsgegevens: het is niet zeker dat de advocaat-fiscaal en de raadsheer identiek zijn.		1		
2031	2210	Esse	van	1.0	4.0	Pieter	0					0		0			1		
2032	2211	Parduin		1.0	4.0	Caspar Adriaansz.	0				1685.0	0	1735	0			1		
2033	2212	Visvliet	van	1.0	4.0	Omar	0				1708.0	0	1744	0	Overig: was kiesheer te Middelburg.		1	25.0	3.0
2034	2213	Vriese	de	1.0	4.0	Jacob	0				1721.0	0	1748	0			1		
2035	2214	Tulleken		1.0	4.0	Hendrik	0					0	1752	0			1		4.0
2036	2215	Steengracht		1.0	4.0	Johan	0				1727.0	0	1785	0			1	26.0	10.0
2037	2216	Steengracht		1.0	4.0	Nicolaas	1	jonkheer	Oosterland	's Heer-Jansland, Oosterstein, Oostkappele	1754.0	0	1840	0	Adelspredicaat: 1814.		1	13.0	12.0
2038	2218	Neck	van	1.0		Willem Pietersz.	0					0		0			1		
2039	2219	Neck	van	1.0	4.0	Jan Willemsz.	0				1596.0	0	1652	0			1	19.0	10.0
2040	2220	Neck	van	1.0		Willem	0					0		0			1		
2041	2222	Groot	de	1.0	4.0	Cornelis	0					0	1697	0			1		
2042	2224	Akerlaken	van	1.0	4.0	Joan	0				1672.0	0	1712	0			1	17.0	8.0
2043	2226	Haak		1.0		Albert Hendriksz.	0				1648.0	0	1713	0			1	25.0	12.0
2044	2228	Bredenhoff	van	1.0	4.0	Jacob Josias	0				1677.0	0	1748	0			1	31.0	1.0
2045	2229	Vicq	de	1.0	4.0	FranÃ§ois	0				1705.0	0	1780	0	Persoonsgegevens: Algemeen Nederlandsch Familieblad geeft foutief lidmaatschap van de vroedschap van Enkhuizen.		1	28.0	3.0
2046	2230	Carbasius		1.0	4.0	Nicolaas	0				1722.0	0	1782	0			1	24.0	1.0
2047	2231	Ramhorst	van de	1.0	4.0	Jacob	0				1733.0	0		0			1		
2048	2232	Noordlander		1.0		Jan Claasz.	0					0	1618	0			1	4.0	5.0
2049	2233	Lucasz.		1.0		Jacob	0				1593.0	0	1640	0		Persoonsgegevens: begraven op 15 oktober.	1		10.0
2050	2234	Compostel		1.0		Jan Jacobsz.	0					0		0			1		
2051	2236	Compostel		1.0		Jacob	0					0		0			1		
2052	2237	Neck	van	1.0	4.0	Johan	0				1653.0	0	1681	0			1		
2053	2238	Duijvensz.		1.0		Cornelis FranÃ§ois	0				1697.0	0	1767	0			1	19.0	12.0
2054	2239	Vossen	van	1.0		Hilbrand Willem	0				1730.0	0	1789	0			1	13.0	2.0
2055	2241	Keyser		1.0	4.0	Nanning	0				1611.0	0	1655	0	Overig: was ook pensionaris van Hoorn.		1	24.0	3.0
2056	2242	Groot	de	1.0	4.0	Herman	0				1625.0	0	1669	0			1	22.0	10.0
2057	2243	Sander	van	1.0	4.0	Jacob	0				1646.0	0	1710	0			1	4.0	12.0
2058	2244	Haak		1.0	4.0	Simon	0				1676.0	0	1731	0			1	15.0	11.0
2059	2246	Stralen	van	1.0	4.0	Hendrik	0				1721.0	0	1798	0			1	9.0	11.0
2060	2275	Haer	van der	1.0	4.0	Bonifacius	0				1701.0	0	1741	0		Persoonsgegevens: begraven op 17 april.	1		4.0
2061	2278	Gouwenaer		1.0		Frederick Cornelisz.	0					0		0			1		
2062	2279	Sluijs		1.0		Maerten Willemsz.	0					0	1635	0			1	6.0	12.0
2063	2280	Brasser		1.0		Frans Jacobsz.	0					0	1635	0			1		
2064	2281	Heim	van der	1.0		Jan	0				1715.0	1	1768	0	Persoonsgegevens: Wapenheraut 1900 en Algemeen Nederlandsch Familieblad geven onjuiste overlijdensdatum 2 maart 1763 in plaats van 27 maart 1768.		1	27.0	3.0
2065	2282	Beijs		1.0		Doen Jorisz.	0					0	1646	0			1	26.0	5.0
2066	2283	Mathol		1.0		Leendert Leendertsz.	0				1597.0	1		0	"Persoonsgegevens: overleden tussen 1668 en 1670.
Vroedschap: beÃ«indiging wegens vertrek naar Den Briel."		1		
2067	2284	Vermeulen		1.0		Nicolaes Eeuwitsz.	0					0	1672	0			1	7.0	3.0
2068	2285	Burg	van der	1.0		Johan	0					0	1683	0			1		
2069	2286	Houten	van	1.0		Jacob	0					0		0	"Persoonsgegevens: volgens Nederland's Patriciaat overleden in 1677, maar volgens Kronieken in 1678 vertrokken naar Oost-IndiÃ«.
Vroedschap: Wapenheraut geeft afwijkend aanvangsjaar 1663."		1		
2070	2287	Maan		1.0		Adriaen Willemsz.	0					0	1706	0			1		5.0
2071	2288	Hodenpijl		1.0		Johan Allertsz.	0					0	1684	0			1		
2072	2289	Heim	van der	1.0	3.0	Adam	0					0		0	Vroedschap: ontslagen op eigen verzoek 1723.		1		
2073	2290	Hodenpijl		1.0		Anthonij	0					0		0	Vroedschap: ontslagen 1748.		1		
2074	2291	Beer	den	1.0		Leendert	0				1669.0	0	1736	0			1	11.0	10.0
2075	2292	Cambier		1.0	4.0	Johan	0					0	1735	0			1	25.0	11.0
2076	2293	Beer	den	1.0	4.0	Martinus	0				1706.0	1	1778	0	Vroedschap: volgens Kronieken tot 1748, blijkens Wapenheraut echter toen meteen herbenoemd. Kronieken vermeldt overigens tweemaal een Martinus den Beer, die beide in 1730 vroedschap zouden zijn geworden. Dit lijkt onwaarschijnlijk.		1	8.0	9.0
2077	2294	Voogd		1.0		Cornelis	0				1694.0	1	1772	0			1	28.0	12.0
2078	2295	Elias		1.0		Nicolaas	0				1690.0	0	1752	0	Persoonsgegevens: Algemeen Nederlandsch Familieblad geeft afwijkend jaar van overlijden 1753; daartegen pleit dat Elias al eind 1752 werd vervangen als gecommitteerde in de Admiraliteit op de Maze.		1	31.0	10.0
2079	2296	Bosschaert		1.0		Hendrik	0				1684.0	1	1764	0	Vroedschap: ontslagen op eigen verzoek 1756.		1		
2080	2297	Walwijk	van	1.0		Willem	0					0	1767	0	Persoonsgegevens: Wapenheraut 1897 geeft overlijdensdatum 15, Kronieken 14 januari.		1	15.0	1.0
2081	2298	Bulderen	van	1.0	4.0	Hendrik	0				1718.0	0	1782	0	Vroedschap: het eindjaar wordt niet in Wapenheraut en Kronieken vermeld; aangenomen is dat Van Bulderen tot aan zijn dood lid is.		1	16.0	10.0
2082	2299	Berg	van den	1.0		Leendert	0				1720.0	1	1780	0			1	14.0	5.0
2083	2300	Schouhamer		1.0		Pieter	0					0	1789	0	Vroedschap: Wapenheraut geeft aanvang 1751 of 1752, Kronieken 1753.		1	23.0	5.0
2084	2301	Greve	de	1.0		Nanning	0					0		0	Vroedschap: het eindjaar wordt niet genoemd in Wapenheraut en Kronieken; aangenomen dat De Greve tot 1795 lid was.		1		
2085	2302	Doom		1.0	4.0	Dominicus Jacobsz.	0				1739.0	0	1826	0			1		
2086	2306	Schaep		1.0	3.0	Pieter Gerritsz.	0				1570.0	0	1620	0			1	4.0	6.0
2087	2307	Cleyburg	van	1.0		Christiaen Willemsz.	0					0	1604	1	Persoonsgegevens: begraven tussen 4 en 11 januari. Het overlijden vond derhalve mogelijk eind 1603 plaats.		1		
2088	2308	Lodensteyn	van	1.0		Arend Jacobsz.	0				1560.0	0	1637	0	Persoonsgegevens: Boitet geeft op blz. 84 onjuist 1627 als jaar van overlijden, op blz. 86 1637. Kronieken noemt beide mogelijkheden (waarschijnlijk op basis van Boitet).		1	8.0	12.0
2089	2309	Berkhout	Tedingh van	1.0		Jan Jansz.	0				1549.0	0	1633	0	Persoonsgegevens: Nederland's Adelsboek geeft jaar van overlijden 1632, Jaarverslag Vereniging Oud Monnickendam begraafdatum 21 mei 1633.		1		5.0
2090	2310	Oly		1.0		Jan Cornelisz.	0					0		0			1		
2091	2311	Soutmaet		1.0		Jan Symonsz.	0					0		0	Vroedschap: ontslagen 1618.		1		
2092	2312	Garbrantsz.		1.0		Vrederick	0					0	1615	0	"Persoonsgegevens: overlijden mogelijk eind 1614.
Vroedschap: eindjaar mogelijk 1614."		1		
2093	2317	Santen	van	1.0		Claas Jansz.	0					0	1638	0			1	10.0	1.0
2094	2320	Trompet		1.0		Gerrit Jacobsz.	0					0	1629	0			1	1.0	11.0
2095	2322	Lynden	van	3.0		Anthony	1		Kronenburg	Loenen, Grunsvoort, Teckop		0	1626	0			1	7.0	10.0
2096	2324	Mast	van der	1.0		Nicolaes Bartholomeusz.	0				1585.0	0	1669	0	Vroedschap: ontslagen 1626.		1	7.0	8.0
2097	2326	Heul	van der	1.0	4.0	David Jacobsz.	0				1580.0	1		0	Vroedschap: ontslagen 1626.		1		
2098	2328	Schuer	van der	1.0		Everaerd	0		Schueren	Haagoord, Eijndonck		0		0			1		
2099	2329	Vries	de	1.0		Jan Gijsbertsz.	0				1570.0	0	1631	0			1	28.0	10.0
2100	2330	Opmeer		1.0	4.0	Pieter	0				1596.0	0	1639	0			1	22.0	12.0
2101	2331	Houtkooper		1.0		Willem Willemsz.	0					0		0			1		
2102	2332	Wijnkoop		1.0		Pieter Jansz.	0				1571.0	1		0	Vroedschap: Velius geeft aanvang 1613.		1		
2103	2333	Berchout	van	1.0		Zeger Symonsz.	0					0	1641	0			1	29.0	4.0
2104	2334	Buys		1.0		Hendrick Willemsz.	0					0	1633	0		Persoonsgegevens: begraven op 14 januari.	1		
2105	2336	Feltrum		1.0		Michiel Michielsz.	0					0		0			1		
2106	2337	Corput	van den	1.0		Jakob Hendriksz.	0				1574.0	0	1658	0			1	7.0	9.0
2107	2338	Coulster	van	1.0		Joost Adriaensz.	0				1581.0	0	1649	0			1	23.0	3.0
2108	2339	Hoey	van	1.0		Gerrit Aertsz.	0				1580.0	1	1653	0			1	21.0	4.0
2109	2342	Duyn	van (der)	1.0		Johan Allartsz.	0				1581.0	0	1630	0			1	6.0	10.0
2110	2343	Groenewegen	van	1.0		Hendrik Anthonisz.	0					0		0	Vroedschap: ontslag (op eigen verzoek?) 1635.		1		
2111	2344	Vink		1.0		Adriaen Hendriksz.	0					0	1653	0			1	13.0	8.0
2112	2345	Molshouk		1.0		Vincent Hendriksz.	0					0	1644	0	Persoonsgegevens: Boitet geeft overlijdensdatum 29, Kronieken 24 februari, De Vries 31 januari.		1	31.0	1.0
2113	2346	Bonstoe		1.0		Pieter Jacobsz.	0					0	1641	0	Vroedschap: Kronieken geeft afwijkend aanvangsjaar 1623.		1	1.0	9.0
2114	2348	Honert	van den	1.0		Thomas Pietersz.	0					0		0			1		
2115	2349	Besemer		1.0		Adriaen Lenertsz.	0				1584.0	1	1657	0			1	7.0	9.0
2116	2350	Dorp	van	1.0		Filips	1	jonkheer			1587.0	0	1652	0	Buitenlandse adelstitel: Franse riddertitel (orde van St. Michiel) 1625.		1		
2117	2351	Dussen	van der	1.0		Bruyn Dirksz.	0				1585.0	0	1649	0			1	11.0	11.0
2118	2352	Stockum	van	1.0		Adriaen Cornelisz.	0				1587.0	1	1659	0	Vroedschap: einde tussen 1655 en 1659; het meest waarschijnlijk is in het jaar van overlijden 1659.		1	1.0	10.0
2119	2353	Versijden		1.0		Jan Dircksz.	0					0	1652	0			1	8.0	12.0
2120	2354	Groes		1.0		Willem Sijbrantsz.	0				1581.0	0	1648	0			1		
2121	2355	Harencarspel	van	1.0		Claes Jacobsz.	0				1564.0	0	1631	0		Persoonsgegevens: begraven op 25 oktober.	1		10.0
2122	2356	Haen		1.0		Frans Jansz.	0					0		0			1		
2123	2357	Opperdoes		1.0		Cornelis Tymonsz.	0					0		0			1		
2124	2358	Druyf		1.0		Hendrik	0					0		0	Persoonsgegevens: waarschijnlijk identiek met Hendrik Cornelisz. Druyf in De Nederlandsche Leeuw 60 (1942) 259 (zonder leefjaren).		1		
2125	2359	Nierop		1.0		Cornelis Jansz.	0					0	1650	0		Persoonsgegevens: begraven op 21 juni.	1		6.0
2126	2361	Huych		1.0		Symon Cornelisz.	0				1561.0	1		0			1		
2127	2364	Pompe van Meerdervoort		1.0	4.0	Michiel Michielsz.	0		Meerdervoort		1613.0	0	1639	0	Buitenlandse adelstitel: door Karel I van Engeland tot schildknaap verheven in 1637.		1	9.0	12.0
2128	2365	Noest		1.0		Gerrit	0					0	1655	0			1		
2129	2366	Jonge	de	1.0		Pieter Heyndricksz.	0					0		0			1		
2130	2367	Horst	van der	1.0		Pieter Claesz.	0					0	1604	0			1	17.0	4.0
2131	2368	Jansz.		1.0		Willem	0				1551.0	0	1613	0	Persoonsgegevens: hoewel in verschillende naslagwerken (Engelbrecht, Genealogische en Heraldische Bladen) voorkomend onder de naam 'van der Aa', waren het pas zijn nazaten die zich zo noemden, naar zijn moeder.		1	27.0	12.0
2132	2369	Spierinck		1.0		Adriaen Cornelisz.	0					0	1618	0			1	12.0	5.0
2133	2370	Kalf		1.0		Jan Jansz.	0					0	1625	0	Persoonsgegevens: Algemeen Nederlandsch Familieblad geeft 1626 als jaar van overlijden, Engelbrecht 1625.		1	17.0	10.0
2134	2371	Hartman		1.0		Adriaen	0				1604.0	0	1681	0	Vroedschap: ontslag in 1679 wegens vertrek uit de stad.		1		
2135	2372	Vroesen		1.0		Adriaen	0				1609.0	0	1669	0			1	17.0	8.0
2136	2373	Zoelen	van	1.0		Herman	0				1636.0	0	1702	0	Vroedschap: ontslagen 1692.		1	30.0	9.0
2137	2374	Blanckert		1.0	4.0	Ewout	0		's Graven-Ambacht		1627.0	0	1685	0			1	6.0	11.0
2138	2375	Mey	de	1.0		Pieter	0				1642.0	0	1722	0	Vroedschap: ontslagen 1682, op eigen verzoek ontslagen 1718.	Persoonsgegevens: begraven op 22 augustus.	1		8.0
2139	2376	Dane		1.0		Jacob	0				1638.0	0	1699	0			1	11.0	8.0
2140	2377	Hogendorp	van	1.0	4.0	Willem	0				1656.0	1	1733	0	Vroedschap: ontslagen op eigen verzoek 1731.		1	13.0	2.0
2141	2378	Teylingen	van	1.0		Gregorius	0				1653.0	0	1735	0	Vroedschap: ontslagen op eigen verzoek 1731.	Persoonsgegevens: begraven op 3 mei.	1		
2142	2379	Gevers		1.0	4.0	Witte	0				1672.0	0	1744	0			1	4.0	6.0
2143	2380	Groenhout		1.0	4.0	Dirck	0		Capelle aan den IJssel		1680.0	0	1720	0			1	1.0	1.0
2144	2381	Prins		1.0	4.0	Adriaan	0				1692.0	0	1780	0	Vroedschap: ontslagen op eigen verzoek 1763.		1	5.0	3.0
2145	2382	Groeninx van Zoelen		1.0	4.0	Otto	0		Ridderkerk		1704.0	0	1758	0			1	11.0	9.0
2146	2383	Groot	Cornets de	1.0	4.0	Hugo	0		Noord-Nieuwland		1709.0	0	1777	0	Vroedschap: ontslagen op eigen verzoek 1773.		1		
2147	2384	Vingerhoed		1.0	4.0	Herman	0				1697.0	0	1762	0			1	19.0	8.0
2148	2385	Gevers		1.0		Abraham	0				1712.0	0	1780	0	Vroedschap: ontslagen op eigen verzoek 1773.		1	15.0	10.0
2149	2386	Meyners		1.0	4.0	Gerard FranÃ§ois	0				1711.0	0	1790	0	Vroedschap: ontslagen op eigen verzoek 1784.		1	19.0	12.0
2150	2387	Beeftingh	van	1.0		Hendrik	0				1711.0	0	1797	0			1		
2151	2388	Berckel	van	1.0	4.0	Engelbert	0				1686.0	0	1768	0	Vroedschap: ontslagen 1748.	Persoonsgegevens: begraven op 19 januari.	1		1.0
2152	2391	Swinnas		1.0	3.0	Johan	0					0	1649	0			1	15.0	4.0
2153	2392	Corput	van den	1.0	4.0	Johan Jakobsz.	0				1609.0	0	1650	0			1	29.0	9.0
2154	2393	Couckebakker		1.0		Nicolaas Leendertsz.	0				1597.0	1	1671	0			1	2.0	7.0
2155	2394	Jonge van Ellemeet	de	1.0	4.0	Jacob	0		Ellemeet	Elkerzee	1610.0	0	1650	0			1	25.0	5.0
2156	2395	Santen	van	1.0		Pieter Gerritsz.	0					0	1658	0			1	7.0	11.0
2157	2396	Verdoes		1.0		Taems Gerritsz.	0					0	1657	0			1	13.0	2.0
2158	2397	Loosen	van	1.0		Jan Jansz.	0				1591.0	0	1653	0	Persoonsgegevens: Bonke geeft 13 januari als overlijdens-, De Nederlandsche Leeuw als begraafdatum.		1		
2159	2401	Harencarspel	van	1.0		Jacob Claesz.	0				1601.0	0	1649	0			1	9.0	5.0
2160	2402	Reynst		1.0	4.0	Lambert	0				1613.0	0	1679	0	Vroedschap: ontslagen 1672.		1	8.0	12.0
2161	2403	Timman		1.0		Matthijs Pietersz.	0				1587.0	0	1659	0	Persoonsgegevens: Jaarboek van het Centraal Bureau voor Genealogie geeft geboortejaar 1589, Bonke 1587.		1	1.0	4.0
2162	2405	Raat		1.0	4.0	Claas Jansz.	0					0	1679	0		Persoonsgegevens: begraven op 23 september.	1		9.0
2163	2406	Bas		1.0	3.0	Jacob Dircksz.	0				1609.0	0	1656	0			1	23.0	3.0
2164	2407	Someren	van	1.0	3.0	Cornelis Johansz.	0				1593.0	0	1649	0			1	11.0	12.0
2165	2408	Beveren	de	1.0	4.0	Willem Cornelisz.	0		Strevelshoek		1624.0	0	1672	0			1	31.0	5.0
2166	2409	Waveren	van	1.0	4.0	Frans	0				1619.0	0	1659	0			1	22.0	12.0
2167	2412	Graaff	van der	1.0	4.0	Arend Jacobsz.	0				1614.0	0	1676	0	Vroedschap: Kronieken geeft afwijkend aanvangsjaar 1656. Ontslagen 1672.		1	29.0	9.0
2168	2413	Gael		1.0		Mattheus Nicolaasz.	0				1621.0	0	1665	0	Persoonsgegevens: Boitet en Kronieken geven overlijdensdatum 21, De Vries 22 oktober.		1	22.0	10.0
2169	2414	Beresteyn	van	1.0	4.0	Nicolaas Aarnoutsz.	0				1629.0	0	1678	0	Vroedschap: ontslagen 1672.		1	20.0	5.0
2170	2415	Dussen	van der	1.0	4.0	Johan Bruijnsz.	0					0	1683	0	"Persoonsgegevens: Boitet en Nederlandsche Leeuw geven afwijkende overlijdensdatum 16 in plaats van 6  juli.
Vroedschap: ontslagen 1672."		1	6.0	7.0
2171	2416	Beresteyn	van	1.0	4.0	Dirk Arnoutsz.	0				1636.0	0	1694	0			1	28.0	11.0
2172	2417	Dussen	van der	1.0	4.0	Dirck Dircksz.	0				1648.0	0	1689	0			1	5.0	2.0
2173	2418	Halling		1.0	4.0	Pieter Johansz.	0				1648.0	0	1719	0			1	20.0	12.0
2174	2419	Doublet		1.0	4.0	Adriaen Gerrit Jansz.	0				1669.0	0	1726	0			1	3.0	8.0
2175	2420	Fransz.		1.0		Balthasar	0					0		0			1		
2176	2421	Beaumont	van	1.0		Johan Govaertsz.	0					0		0			1		
2177	2422	Segwaert	van	1.0	4.0	Bartholomeus Meynertsz.	0				1576.0	1		0			1		
2178	2423	Hallincg		1.0	4.0	Willem Hermansz.	0				1619.0	0	1679	0			1		
2179	2424	Dorsten	van	1.0		Adriaan Cornelisz.	0				1613.0	0	1668	0			1	1.0	2.0
2180	2425	Everwijn		1.0	4.0	Samuel Samuelsz.	0				1631.0	0	1694	0			1	1.0	3.0
2181	2426	Berck		1.0	4.0	Pompejus Matthijsz.	0		Godschalksoord		1626.0	0	1691	0			1	25.0	8.0
2182	2427	Bevere	de	1.0	4.0	Gerard Willemsz.	0		Strevelshoek		1649.0	0	1690	0	"Vroedschap: beÃ«indiging wegens vertrek naar Oost-IndiÃ«.
Heerlijkheid: verwerving 1672."		1	13.0	5.0
2183	2428	Waerthuysen	van	1.0	4.0	Bruno Nicolaesz.	0				1623.0	0	1679	0			1	12.0	1.0
2184	2429	Mast	van der	1.0	4.0	Bartholomeus Claasz.	0				1613.0	0	1681	0	Persoonsgegevens: De Vries geeft overlijden 22 maart 1680, Boitet, Nederlandsche Leeuw en Kronieken 22 maart 1681. Gezien de datum waarop Van der Mast wordt opgevolgd in de Admiraliteit in Zeeland door Dirk Evertsz. van Bleyswijk, namelijk op 2 april 1681, lijkt 1681 het meest waarschijnlijk.		1	22.0	3.0
2185	2430	Bleyswijk	van	1.0	4.0	Dirk Evertsz.	0				1639.0	0	1681	0			1	11.0	9.0
2186	2431	Soetens		1.0	4.0	Cornelis Cornelisz.	0				1643.0	0	1686	0			1	7.0	2.0
2187	2432	Berkhout	Teding van	1.0	4.0	Pieter Paulusz.	0				1643.0	0	1713	0	Overig: benoemd in de Raad van State in 1713, maar overleden vÃ³Ã³r sessiename.		1	5.0	2.0
2188	2433	Slicher		1.0	4.0	Joan Wigboltsz.	0				1658.0	0	1738	0			1	11.0	7.0
2189	2434	Goch	van	1.0	4.0	Henrick	0				1606.0	0	1644	0			1		
2190	2435	Blanckert		1.0	4.0	Dirck	0				1621.0	0	1665	0			1	21.0	4.0
2191	2436	Veen	van der	1.0		Dirck	0				1628.0	0	1665	0			1	7.0	7.0
2192	2437	Nobel		1.0	4.0	Willem	0				1633.0	0	1667	0			1	11.0	3.0
2193	2438	Brauw	Muys de	1.0	4.0	Jacob	0		Kethel	Half Spaland	1638.0	0	1702	0	Vroedschap: ontslagen 1692.		1	14.0	4.0
2194	2439	Bisschop		1.0	4.0	Henrick	0				1598.0	0	1651	0			1	27.0	12.0
2195	2440	Bidloo		1.0	4.0	Guillaume	0				1653.0	0	1710	0	Persoonsgegevens: volgens Unger overleden 25, in plaats van 5 januari (Engelbrecht), maar dat moet gezien de begraafdatum 13 januari onjuist zijn.		1	5.0	1.0
